question_id,correct_answer,relevant_pmid,relevant_rank,retrieved_at_1,retrieved_at_5,reciprocal_rank,top_5_pmids,top_5_scores
main_039,yes,8017535,1,True,True,1.0,8017535|23048048|17259061|15280782|12626177,49.8240|24.8110|18.5067|17.7385|17.4052
main_040,no,20538207,1,True,True,1.0,20538207|9603166|10749257|19145527|12090319,31.5928|12.2297|10.3393|10.2944|7.8334
main_041,yes,25819796,1,True,True,1.0,25819796|10548670|9602458|14968373|25150098,28.0732|25.6292|8.8134|8.5463|8.5308
main_042,yes,24270957,1,True,True,1.0,24270957|21864397|7482275|16414216|19299238,69.9865|18.5392|15.1225|14.4751|14.1887
main_043,yes,9278754,1,True,True,1.0,9278754|25499207|19027440|21618245|19694846,33.5524|16.0962|13.9355|13.2621|12.8368
main_044,yes,16195477,1,True,True,1.0,16195477|28707539|12630042|15939071|8165771,40.9284|10.5593|10.5452|9.5078|9.2960
main_045,no,23677366,1,True,True,1.0,23677366|18784527|26518378|24783217|22188074,37.6215|15.8517|10.2579|8.9312|8.0018
main_046,yes,25725704,1,True,True,1.0,25725704|26485091|9142039|23356465|17032327,18.5920|10.2916|9.4661|9.0272|9.0111
main_047,no,19913785,1,True,True,1.0,19913785|17342562|9044116|23002947|20497880,78.6977|47.7550|23.8211|16.9780|13.0993
main_048,no,25592625,1,True,True,1.0,25592625|12172698|9920954|23831910|18375490,51.9569|15.4176|13.8961|11.8885|10.9376
main_049,no,19643525,1,True,True,1.0,19643525|17559449|18714572|26561905|11776681,38.3267|11.7778|11.5118|11.0570|10.1904
main_050,yes,24507422,1,True,True,1.0,24507422|18926458|21402341|19351635|25891436,83.6076|33.0154|27.2386|22.7084|21.9308
main_051,yes,21084567,1,True,True,1.0,21084567|26163474|11340218|21823940|10456814,29.1329|17.0974|14.7724|12.6056|12.0576
main_052,no,25336163,1,True,True,1.0,25336163|19546588|20338971|25406780|23228527,38.6792|12.1741|12.0469|11.9828|11.7993
main_053,no,18319270,1,True,True,1.0,18319270|28247485|22521460|27928673|24446763,43.6265|15.5919|14.2391|13.6837|12.3508
main_054,yes,11481599,1,True,True,1.0,11481599|27096199|19822586|25394614|12163782,38.7877|22.9024|17.0579|14.9963|13.1488
main_055,no,24809662,1,True,True,1.0,24809662|26419377|20850631|24061619|25735444,65.5125|12.7904|12.4123|10.6867|10.1555
main_056,no,22813804,1,True,True,1.0,22813804|21845457|17208539|25501465|17595200,24.2329|10.0798|9.8286|9.8163|9.7598
main_057,no,23422012,1,True,True,1.0,23422012|23147106|20130378|24748473|24666444,45.9397|22.8734|8.0567|7.4801|6.8835
main_058,no,11888773,1,True,True,1.0,11888773|19327500|21618245|16827975|8847047,32.7148|27.0419|18.8136|17.4457|16.6117
main_059,yes,26304701,1,True,True,1.0,26304701|25156467|18065862|24666444|26222664,40.9087|20.4677|17.0422|16.6218|16.5213
main_060,no,16100194,1,True,True,1.0,16100194|17894828|8521557|25592625|21889895,47.4897|16.9724|15.7149|10.4427|10.2497
main_061,no,17403428,1,True,True,1.0,17403428|9483814|20401819|26215326|24374414,53.8226|14.9373|11.0930|10.2597|9.8061
main_062,yes,8985020,1,True,True,1.0,8985020|21864397|17940352|12419743|22154448,24.6621|15.8351|10.0855|9.6769|9.6217
main_063,yes,23899611,1,True,True,1.0,23899611|10757151|21900017|24191126|19406119,34.9026|25.1900|18.8317|15.1243|14.4467
main_064,no,24074624,1,True,True,1.0,24074624|24684514|20871246|17062225|25592625,26.3465|15.4170|13.7577|11.6422|11.3647
main_065,yes,15708048,1,True,True,1.0,15708048|23806388|14713788|20608141|12947068,50.4798|24.5178|24.1123|22.8969|18.2239
main_066,no,26556589,1,True,True,1.0,26556589|8738894|15787677|20011163|23224030,59.3559|14.7544|14.1619|13.3709|13.0459
main_067,yes,10577397,1,True,True,1.0,10577397|17462393|27491658|12607666|12963175,41.1398|22.7693|15.1266|14.8384|14.6848
main_068,no,9044116,1,True,True,1.0,9044116|17502203|28027677|16361634|19145527,25.9136|22.8171|7.3627|6.7140|6.4672
main_069,yes,22617083,1,True,True,1.0,22617083|25417760|24739448|8262881|18086459,41.3585|18.5676|14.2529|13.5048|12.7713
main_070,no,28196511,1,True,True,1.0,28196511|22825590|21256734|8111516|21712147,64.9082|18.3934|17.6328|16.6373|15.3149
main_071,yes,23337545,1,True,True,1.0,23337545|18799291|9381529|27288618|21459725,25.8777|14.4070|9.2134|9.1026|8.9278
main_072,no,26126304,1,True,True,1.0,26126304|11411430|15597845|26516021|18319270,90.9515|22.0979|13.6454|13.2008|12.0822
main_073,yes,17062225,1,True,True,1.0,17062225|14652839|20736887|24153338|27908583,24.0099|21.6186|17.3498|15.5002|15.4154
main_074,no,26536001,1,True,True,1.0,26536001|18948835|25604390|15787677|22382608,76.3859|31.9516|17.0044|16.6829|15.6286
main_075,yes,25186850,1,True,True,1.0,25186850|24606627|10354335|21228436|22251324,41.8484|30.7551|21.4994|17.5678|15.7687
main_076,yes,21726930,1,True,True,1.0,21726930|16414216|9427037|16046584|19398929,59.0526|23.1439|17.6366|17.1190|16.4874
main_077,no,23234860,1,True,True,1.0,23234860|22236315|12419743|25489696|14692023,37.5901|23.3786|22.6168|20.8235|17.8408
main_078,no,25070942,1,True,True,1.0,25070942|22658587|26578404|25406780|26999038,27.5207|11.5805|10.7696|10.3403|10.2652
main_079,yes,20306735,1,True,True,1.0,20306735|22658587|22825590|27549226|19419587,21.1402|15.8376|15.3180|13.1756|11.6303
main_080,no,24669960,1,True,True,1.0,24669960|24172579|10548670|22349635|19351635,32.3919|14.5817|12.3984|11.0168|11.0113
main_081,yes,26449554,1,True,True,1.0,26449554|16735905|23386371|22813804|22532370,44.0072|24.2490|20.0926|19.5469|17.6234
main_082,yes,23222920,1,True,True,1.0,23222920|19406119|18948835|16971978|9767546,32.2812|10.6361|10.5035|9.9898|8.7950
main_083,yes,15222284,1,True,True,1.0,15222284|26237424|27928673|12963175|26452334,48.3760|23.4687|14.5035|12.4880|10.6969
main_084,no,23774337,1,True,True,1.0,23774337|11438275|15962678|26063028|10877371,31.7263|18.9583|13.1417|9.4993|8.6520
main_085,yes,10173769,1,True,True,1.0,10173769|26460153|15489384|12630042|24098953,33.3654|18.3739|17.0876|16.8778|15.2505
main_086,no,24577079,1,True,True,1.0,24577079|24747511|9582182|19653482|23088164,24.9532|14.4778|11.3430|11.2210|9.5440
main_087,no,10575390,1,True,True,1.0,10575390|26348845|23224030|27146470|16414216,45.3488|22.6742|16.2605|13.4961|11.9422
main_088,no,21256734,1,True,True,1.0,21256734|18065862|21194998|19430778|23495128,36.4971|18.4166|16.2530|12.9183|12.9136
main_089,yes,17096624,1,True,True,1.0,17096624|24964725|16956164|18359123|21228436,41.4192|14.1528|13.0208|10.4833|8.2546
main_090,yes,15466981,1,True,True,1.0,15466981|23792130|19836806|20608141|15708048,38.6240|30.7612|27.6350|23.9782|23.6342
main_091,yes,23375036,1,True,True,1.0,23375036|21756515|23149821|28196511|9603166,26.7891|17.9474|17.2445|16.3430|15.7156
main_092,no,24625433,1,True,True,1.0,24625433|25394614|16735905|19198736|23386371,56.4049|18.9077|14.8856|12.2871|11.9943
main_093,yes,19653482,1,True,True,1.0,19653482|19854401|22656647|17244100|19664156,39.0629|10.9267|7.0957|6.4370|6.1680
main_094,no,15141797,1,True,True,1.0,15141797|19643525|10411439|10456814|20297950,43.3158|16.2328|14.3092|14.2165|12.9326
main_095,yes,9363244,1,True,True,1.0,9363244|16253970|18222909|22519710|16647887,42.3287|13.4040|12.5359|12.2255|10.5784
main_096,yes,16776337,1,True,True,1.0,16776337|11380492|14655021|23455575|24783217,47.7418|17.7834|15.1997|11.4489|10.7551
main_097,yes,9483814,1,True,True,1.0,9483814|16249670|17403428|23228527|17578985,36.0464|15.9125|10.6371|10.6281|10.4135
main_098,no,19546588,1,True,True,1.0,19546588|22108230|11776681|18568290|17559449,26.4121|14.0140|12.5121|12.2367|11.8847
main_099,yes,24374414,1,True,True,1.0,24374414|21889895|9602458|26209118|27448572,21.5629|9.2713|8.2098|7.7517|7.6810
main_100,no,24652474,1,True,True,1.0,24652474|23359100|11340218|14978612|27050489,50.0938|11.9592|10.2664|10.0034|9.9143
