question_id,correct_answer,predicted_answer,is_correct,gold_pmid,gold_rank,retrieved_document_ids,raw_output,model,top_k,input_tokens,output_tokens,latency_seconds
main_026,no,no,True,12090319,1,12090319|17489316|27858166|18158048|27050489,no,gpt-4o-mini-2024-07-18,5,1297,2,0.725
main_027,no,no,True,19683101,1,19683101|10340286|23860049|22954812|18507507,no,gpt-4o-mini-2024-07-18,5,1459,2,1.733
main_028,no,no,True,16678696,1,16678696|10354335|26134053|9142039|20549895,no,gpt-4o-mini-2024-07-18,5,1796,2,0.779
main_029,no,no,True,15112004,1,15112004|9603166|16428354|19640728|23149821,no,gpt-4o-mini-2024-07-18,5,1690,2,0.67
main_030,yes,yes,True,15962678,1,15962678|14978612|12769830|18568290|24947183,yes,gpt-4o-mini-2024-07-18,5,1627,2,0.74
main_031,no,no,True,22186742,1,22186742|24074624|15475728|25251991|26418441,no,gpt-4o-mini-2024-07-18,5,1517,2,0.781
main_032,yes,yes,True,28006766,1,28006766|24783217|17940352|20497880|11888773,yes,gpt-4o-mini-2024-07-18,5,1541,2,1.021
main_033,yes,no,False,26864326,1,26864326|23497210|26304701|11146778|21726930,no,gpt-4o-mini-2024-07-18,5,1943,2,0.75
main_034,no,no,True,24851767,2,16564683|24851767|20156655|18158048|23234860,no,gpt-4o-mini-2024-07-18,5,1305,2,1.66
main_035,no,no,True,23252468,1,23252468|18005142|17916877|17089900|14872327,no,gpt-4o-mini-2024-07-18,5,1542,2,1.468
main_036,yes,yes,True,21481154,1,21481154|23736032|9191526|28143468|20488985,Yes,gpt-4o-mini-2024-07-18,5,1296,2,0.716
main_037,yes,no,False,17704864,1,17704864|18439500|12769830|26237424|26708803,no,gpt-4o-mini-2024-07-18,5,1803,2,0.929
main_038,no,yes,False,8847047,1,8847047|25787073|17598882|22301406|12607120,yes,gpt-4o-mini-2024-07-18,5,1450,2,0.936
main_039,yes,yes,True,8017535,1,8017535|23048048|17259061|15280782|12626177,Yes,gpt-4o-mini-2024-07-18,5,1306,2,0.888
main_040,no,yes,False,20538207,1,20538207|9603166|10749257|19145527|12090319,yes,gpt-4o-mini-2024-07-18,5,1553,2,0.719
main_041,yes,yes,True,25819796,1,25819796|10548670|9602458|14968373|25150098,Yes,gpt-4o-mini-2024-07-18,5,1620,2,0.899
main_042,yes,yes,True,24270957,1,24270957|21864397|7482275|16414216|19299238,yes,gpt-4o-mini-2024-07-18,5,1553,2,0.822
main_043,yes,yes,True,9278754,1,9278754|25499207|19027440|21618245|19694846,yes,gpt-4o-mini-2024-07-18,5,1447,2,0.931
main_044,yes,yes,True,16195477,1,16195477|28707539|12630042|15939071|8165771,yes,gpt-4o-mini-2024-07-18,5,1194,2,0.705
main_045,no,no,True,23677366,1,23677366|18784527|26518378|24783217|22188074,no,gpt-4o-mini-2024-07-18,5,1803,2,0.881
main_046,yes,yes,True,25725704,1,25725704|26485091|9142039|23356465|17032327,yes,gpt-4o-mini-2024-07-18,5,1619,2,0.712
main_047,no,no,True,19913785,1,19913785|17342562|9044116|23002947|20497880,no,gpt-4o-mini-2024-07-18,5,1693,2,0.721
main_048,no,yes,False,25592625,1,25592625|12172698|9920954|23831910|18375490,yes,gpt-4o-mini-2024-07-18,5,1609,2,0.708
main_049,no,no,True,19643525,1,19643525|17559449|18714572|26561905|11776681,no,gpt-4o-mini-2024-07-18,5,1753,2,0.721
main_050,yes,yes,True,24507422,1,24507422|18926458|21402341|19351635|25891436,yes,gpt-4o-mini-2024-07-18,5,1683,2,0.721
main_051,yes,yes,True,21084567,1,21084567|26163474|11340218|21823940|10456814,yes,gpt-4o-mini-2024-07-18,5,1669,2,1.073
main_052,no,no,True,25336163,1,25336163|19546588|20338971|25406780|23228527,no,gpt-4o-mini-2024-07-18,5,1791,2,0.829
main_053,no,no,True,18319270,1,18319270|28247485|22521460|27928673|24446763,no,gpt-4o-mini-2024-07-18,5,1472,2,1.015
main_054,yes,yes,True,11481599,1,11481599|27096199|19822586|25394614|12163782,yes,gpt-4o-mini-2024-07-18,5,1660,2,0.878
main_055,no,no,True,24809662,1,24809662|26419377|20850631|24061619|25735444,no,gpt-4o-mini-2024-07-18,5,1830,2,1.153
main_056,no,yes,False,22813804,1,22813804|21845457|17208539|25501465|17595200,yes,gpt-4o-mini-2024-07-18,5,1560,2,0.818
main_057,no,no,True,23422012,1,23422012|23147106|20130378|24748473|24666444,no,gpt-4o-mini-2024-07-18,5,1310,2,0.806
main_058,no,no,True,11888773,1,11888773|19327500|21618245|16827975|8847047,no,gpt-4o-mini-2024-07-18,5,1667,2,0.892
main_059,yes,yes,True,26304701,1,26304701|25156467|18065862|24666444|26222664,yes,gpt-4o-mini-2024-07-18,5,1549,2,1.176
main_060,no,no,True,16100194,1,16100194|17894828|8521557|25592625|21889895,no,gpt-4o-mini-2024-07-18,5,1489,2,0.837
main_061,no,no,True,17403428,1,17403428|9483814|20401819|26215326|24374414,no,gpt-4o-mini-2024-07-18,5,1724,2,1.066
main_062,yes,yes,True,8985020,1,8985020|21864397|17940352|12419743|22154448,yes,gpt-4o-mini-2024-07-18,5,1844,2,0.943
main_063,yes,yes,True,23899611,1,23899611|10757151|21900017|24191126|19406119,yes,gpt-4o-mini-2024-07-18,5,1829,2,1.269
main_064,no,no,True,24074624,1,24074624|24684514|20871246|17062225|25592625,no,gpt-4o-mini-2024-07-18,5,1522,2,0.949
main_065,yes,yes,True,15708048,1,15708048|23806388|14713788|20608141|12947068,yes,gpt-4o-mini-2024-07-18,5,1485,2,0.676
main_066,no,no,True,26556589,1,26556589|8738894|15787677|20011163|23224030,no,gpt-4o-mini-2024-07-18,5,1608,2,0.954
main_067,yes,no,False,10577397,1,10577397|17462393|27491658|12607666|12963175,no,gpt-4o-mini-2024-07-18,5,1530,2,0.874
main_068,no,no,True,9044116,1,9044116|17502203|28027677|16361634|19145527,no,gpt-4o-mini-2024-07-18,5,1795,2,0.779
main_069,yes,no,False,22617083,1,22617083|25417760|24739448|8262881|18086459,no,gpt-4o-mini-2024-07-18,5,1551,2,1.713
main_070,no,no,True,28196511,1,28196511|22825590|21256734|8111516|21712147,no,gpt-4o-mini-2024-07-18,5,1738,2,2.089
main_071,yes,no,False,23337545,1,23337545|18799291|9381529|27288618|21459725,no,gpt-4o-mini-2024-07-18,5,1730,2,0.685
main_072,no,no,True,26126304,1,26126304|11411430|15597845|26516021|18319270,no,gpt-4o-mini-2024-07-18,5,1606,2,0.98
main_073,yes,no,False,17062225,1,17062225|14652839|20736887|24153338|27908583,no,gpt-4o-mini-2024-07-18,5,1373,2,0.961
main_074,no,no,True,26536001,1,26536001|18948835|25604390|15787677|22382608,no,gpt-4o-mini-2024-07-18,5,1973,2,1.023
main_075,yes,no,False,25186850,1,25186850|24606627|10354335|21228436|22251324,no,gpt-4o-mini-2024-07-18,5,1422,2,0.728
main_076,yes,yes,True,21726930,1,21726930|16414216|9427037|16046584|19398929,yes,gpt-4o-mini-2024-07-18,5,1527,2,2.197
main_077,no,no,True,23234860,1,23234860|22236315|12419743|25489696|14692023,no,gpt-4o-mini-2024-07-18,5,1463,2,0.812
main_078,no,no,True,25070942,1,25070942|22658587|26578404|25406780|26999038,no,gpt-4o-mini-2024-07-18,5,1760,2,0.766
main_079,yes,yes,True,20306735,1,20306735|22658587|22825590|27549226|19419587,yes,gpt-4o-mini-2024-07-18,5,1860,2,1.095
main_080,no,no,True,24669960,1,24669960|24172579|10548670|22349635|19351635,no,gpt-4o-mini-2024-07-18,5,2112,2,0.812
main_081,yes,no,False,26449554,1,26449554|16735905|23386371|22813804|22532370,no,gpt-4o-mini-2024-07-18,5,1893,2,0.952
main_082,yes,yes,True,23222920,1,23222920|19406119|18948835|16971978|9767546,yes,gpt-4o-mini-2024-07-18,5,1602,2,2.629
main_083,yes,no,False,15222284,1,15222284|26237424|27928673|12963175|26452334,no,gpt-4o-mini-2024-07-18,5,1792,2,0.8
main_084,no,no,True,23774337,1,23774337|11438275|15962678|26063028|10877371,no,gpt-4o-mini-2024-07-18,5,1395,2,0.766
main_085,yes,no,False,10173769,1,10173769|26460153|15489384|12630042|24098953,no,gpt-4o-mini-2024-07-18,5,1571,2,0.793
main_086,no,no,True,24577079,1,24577079|24747511|9582182|19653482|23088164,no,gpt-4o-mini-2024-07-18,5,1143,2,0.776
main_087,no,yes,False,10575390,1,10575390|26348845|23224030|27146470|16414216,yes,gpt-4o-mini-2024-07-18,5,1639,2,0.692
main_088,no,no,True,21256734,1,21256734|18065862|21194998|19430778|23495128,no,gpt-4o-mini-2024-07-18,5,1440,2,0.888
main_089,yes,yes,True,17096624,1,17096624|24964725|16956164|18359123|21228436,yes,gpt-4o-mini-2024-07-18,5,917,2,4.892
main_090,yes,yes,True,15466981,1,15466981|23792130|19836806|20608141|15708048,Yes,gpt-4o-mini-2024-07-18,5,1564,2,0.914
main_091,yes,yes,True,23375036,1,23375036|21756515|23149821|28196511|9603166,Yes,gpt-4o-mini-2024-07-18,5,1347,2,0.954
main_092,no,no,True,24625433,1,24625433|25394614|16735905|19198736|23386371,no,gpt-4o-mini-2024-07-18,5,2071,2,0.998
main_093,yes,yes,True,19653482,1,19653482|19854401|22656647|17244100|19664156,yes,gpt-4o-mini-2024-07-18,5,1331,2,0.855
main_094,no,no,True,15141797,1,15141797|19643525|10411439|10456814|20297950,no,gpt-4o-mini-2024-07-18,5,1737,2,1.034
main_095,yes,no,False,9363244,1,9363244|16253970|18222909|22519710|16647887,no,gpt-4o-mini-2024-07-18,5,1126,2,0.901
main_096,yes,yes,True,16776337,1,16776337|11380492|14655021|23455575|24783217,yes,gpt-4o-mini-2024-07-18,5,1407,2,1.407
main_097,yes,no,False,9483814,1,9483814|16249670|17403428|23228527|17578985,no,gpt-4o-mini-2024-07-18,5,1556,2,0.876
main_098,no,no,True,19546588,1,19546588|22108230|11776681|18568290|17559449,no,gpt-4o-mini-2024-07-18,5,2180,2,0.905
main_099,yes,yes,True,24374414,1,24374414|21889895|9602458|26209118|27448572,yes,gpt-4o-mini-2024-07-18,5,1548,2,0.643
main_100,no,no,True,24652474,1,24652474|23359100|11340218|14978612|27050489,no,gpt-4o-mini-2024-07-18,5,1468,2,1.849
